player,team,PF,P_all,P_T100,P_T1000,CP_all,CP_T100,CP_T1000,CP_all_diff,CP_T100_diff,CP_T1000_diff,P_all_diff,P_T100_diff,P_T1000_diff,P_rookies%,P_exp%,P_vets%,trend,pos,game
J. Jesus,NAP,0.2,0.3,0.0,0.2,,,,,,,0.0,0.0,0.0,0.2,0.5,0.0,-1.8,F,SA
N. Dominguez,BOL,0.2,0.2,0.0,0.3,,,,,,,-0.1,0.0,0.0,0.0,0.5,0.0,-0.9,M,SA
M. Djuric,VER,0.2,0.2,0.0,0.2,,,,,,,-0.1,0.0,-0.1,0.4,0.0,0.4,-0.9,A,SA
N. Barella,INT,0.2,0.2,0.0,0.0,,,,,,,0.0,0.0,0.0,0.4,0.2,0.0,-0.9,M,SA
J. Toljan,SAS,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.2,0.2,0.2,-0.9,F,SA
S. Esposito,SPE,0.2,0.2,0.0,0.2,,,,,,,0.0,0.0,-0.1,0.2,0.1,0.4,-0.9,M,SA
T. Pobega,ACM,0.2,0.2,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.2,0.1,0.2,0.0,M,SA
B. Soppy,ATA,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.4,0.1,0.0,0.0,F,SA
J. Lucumi,BOL,0.2,0.2,1.0,0.2,,,,,,,-0.1,1.0,-0.1,0.2,0.2,0.0,0.0,F,SA
A. Soumaoro,BOL,0.2,0.2,0.0,0.0,,,,,,,-0.2,0.0,0.0,0.2,0.1,0.2,0.0,F,SA
M. Bianchetti,CRE,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.7,0.0,F,SA
V. Chiriches,CRE,0.2,0.2,0.0,0.2,,,,,,,0.0,0.0,0.0,0.2,0.2,0.0,0.0,F,SA
C. Pickel,CRE,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.7,0.0,M,SA
M. Benassi,CRE,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.7,0.0,M,SA
F. Bandinelli,EMP,0.2,0.2,0.0,0.0,,,,,,,-0.2,0.0,-0.2,0.2,0.0,0.4,0.0,M,SA
L. Venuti,FIO,0.2,0.2,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.1,0.2,0.0,F,SA
F. Ceccherini,VER,0.2,0.2,0.0,0.1,,,,,,,-0.1,0.0,-0.1,0.2,0.0,0.4,0.0,F,SA
F. Di Francesco,LEC,0.2,0.2,0.0,0.1,,,,,,,-0.4,0.0,-0.4,0.2,0.1,0.2,0.0,M,SA
Y. Maleh,LEC,0.2,0.2,1.0,0.2,,,,,,,0.0,0.0,0.0,0.4,0.1,0.0,0.0,M,SA
L. Pirola,SAL,0.2,0.2,0.0,0.2,,,,,,,0.1,0.0,0.2,0.0,0.1,0.4,0.0,F,SA
M. Cuisance,SAM,0.2,0.2,0.0,0.1,,,,,,,-0.2,0.0,-0.2,0.0,0.4,0.0,0.0,M,SA
S. Vitale,SAS,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.4,0.1,0.0,0.0,G,SA
L. Dido,SPE,0.2,0.2,0.0,0.0,,,,,,,0.0,0.0,-0.1,0.2,0.2,0.0,0.0,G,SA
V. Carboni,INT,0.2,0.1,0.0,0.1,,,,,,,0.1,0.0,0.1,0.2,0.0,0.2,0.9,M,SA
L. Sepe,SAL,0.1,0.2,0.0,0.2,,,,,,,0.2,0.0,0.2,0.0,0.2,0.4,-1.8,G,SA
J. Voelkerling Persson,LEC,0.1,0.2,1.0,0.2,,,,,,,0.0,0.0,0.0,0.0,0.2,0.2,-0.9,A,SA
I. Bennacer,ACM,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.1,0.0,0.0,M,SA
L. Muriel,ATA,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.4,0.0,0.0,0.0,A,SA
D. Zapata,ATA,0.1,0.1,0.0,0.1,,,,,,,-0.1,0.0,0.0,0.0,0.1,0.2,0.0,A,SA
M. Barrow,BOL,0.1,0.1,0.0,0.1,,,,,,,0.1,0.0,0.1,0.4,0.0,0.0,0.0,A,SA
L. Sernicola,CRE,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,F,SA
C. Dessers,CRE,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.1,0.4,0.0,0.0,0.0,A,SA
F. Parisi,EMP,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,F,SA
K. de Winter,EMP,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,-0.1,0.0,0.2,0.0,0.0,F,SA
M. Satriano,EMP,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,-0.1,0.2,0.1,0.0,0.0,A,SA
P. Dawidowicz,VER,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.2,0.0,F,SA
I. Sulemana,VER,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.0,0.1,0.2,0.0,M,SA
A. Gallo,LEC,0.1,0.1,0.0,0.1,,,,,,,0.0,-1.0,0.0,0.2,0.0,0.2,0.0,F,SA
B. Bereszynski,NAP,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,-0.1,0.0,0.2,0.0,0.0,F,SA
D. Demme,NAP,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.4,0.0,0.0,0.0,M,SA
K. Zedadka,NAP,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.2,0.0,M,SA
H. Nicolussi Caviglia,SAL,0.1,0.1,0.0,0.1,,,,,,,0.1,0.0,0.1,0.0,0.1,0.2,0.0,M,SA
A. Zanoli,SAM,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.2,0.0,F,SA
M. Gabbiadini,SAM,0.1,0.1,0.0,0.1,,,,,,,-0.5,0.0,-0.4,0.2,0.1,0.0,0.0,A,SA
P. Zovko,SPE,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.4,0.0,0.0,0.0,G,SA
A. Ekdal,SPE,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,M,SA
S. Ricci,TOR,0.1,0.1,0.0,0.2,,,,,,,0.0,0.0,0.1,0.2,0.1,0.0,0.0,M,SA
R. Vieira,TOR,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,M,SA
J. Vasquez,CRE,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.9,F,SA
P. Mazzocchi,SAL,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.9,F,SA
T. Augello,SAM,0.1,0.1,0.0,0.1,,,,,,,-0.2,0.0,-0.3,0.0,0.1,0.0,0.9,F,SA
M. Leris,SAM,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.9,M,SA
G. Ferrari,SAS,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.9,F,SA
H. Hateboer,ATA,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.2,-0.9,F,SA
E. Vignato,EMP,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.2,-0.9,M,SA
R. Marchizza,SAS,0.1,0.1,0.0,0.0,,,,,,,0.1,0.0,0.0,0.2,0.1,0.0,-0.9,F,SA
G. Deulofeu,UDI,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.4,0.0,0.0,-0.9,M,SA
A. Mirante,ACM,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,G,SA
L. Nava,ACM,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,G,SA
M. Gabbia,ACM,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,F,SA
G. Kyriakopoulos,BOL,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,F,SA
A. Ferrari,CRE,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,F,SA
M. Castagnetti,CRE,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,M,SA
D. Ciofani,CRE,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,A,SA
S. Luperto,EMP,0.1,0.1,0.0,0.1,,,,,,,-0.3,0.0,-0.5,0.0,0.0,0.2,0.0,F,SA
N. Cambiaghi,EMP,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,M,SA
S. Sirigu,FIO,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,G,SA
D. Krastev,FIO,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,F,SA
G. Castrovilli,FIO,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,-0.1,0.2,0.0,0.0,0.0,M,SA
R. Sottil,FIO,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,M,SA
F. Distefano,FIO,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,A,SA
S. Verdi,VER,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,M,SA
M. Compagnon,JUV,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,M,SA
T. Basic,LAZ,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,M,SA
P. Dziczek,LAZ,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,M,SA
M. Bertini,LAZ,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,M,SA
P. Ceccaroni,LEC,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,F,SA
M. Santos,MON,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,F,SA
S. Birindelli,MON,0.1,0.1,0.0,0.0,,,,,,,-0.2,0.0,-0.3,0.0,0.0,0.2,0.0,F,SA
F. Ranocchia,MON,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,M,SA
F. Carboni,MON,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,M,SA
L. Colombo,MON,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,M,SA
L. Østigard,NAP,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,F,SA
G. Gaetano,NAP,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,M,SA
G. Faticanti,ROM,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,M,SA
A. Candreva,SAL,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,M,SA
N. Ravaglia,SAM,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,G,SA
L. Villa,SAM,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,F,SA
A. Sabiri,SAM,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,M,SA
F. Djuricic,SAM,0.1,0.1,0.0,0.0,,,,,,,-0.2,0.0,-0.3,0.0,0.1,0.0,0.0,M,SA
H. Winks,SAM,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,-0.1,0.2,0.0,0.0,0.0,M,SA
G. Pegolo,SAS,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,G,SA
A. Pinamonti,SAS,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,A,SA
A. Alvarez,SAS,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,A,SA
A. Reca,SPE,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,F,SA
M. Bourabia,SPE,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,M,SA
E. Shomurodov,SPE,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,A,SA
M. Fiorenza,TOR,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,G,SA
D. Seck,TOR,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,A,SA
F. Ebosele,UDI,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,-0.1,0.0,0.1,0.0,0.0,F,SA
A. Guessand,UDI,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,F,SA
M. Okoli,ATA,0.0,0.1,0.0,0.1,,,,,,,-0.1,0.0,-0.1,0.2,0.0,0.0,-0.9,F,SA
F. Terracciano,VER,0.0,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,-0.9,M,SA
M. Perin,JUV,0.0,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,-0.9,G,SA
L. Lombardi,MON,0.0,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,-0.9,M,SA
G. Simeone,NAP,0.0,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,-0.9,A,SA
F. Quagliarella,SAM,0.0,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,-0.9,A,SA
E. Ebosse,UDI,0.0,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,-0.9,F,SA
S. Dest,ACM,0.0,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,-1.8,F,SA
E. Nuamah,FCN,62.7,64.0,55.0,68.0,,,,,,,-3.7,31.0,21.3,58.0,69.1,74.1,-117.9,A,SL
E. Jelert,FCK,55.6,52.9,75.0,69.9,,,,,,,3.5,23.0,19.4,48.7,56.9,58.1,243.9,F,SL
C. Sørensen,FCK,51.8,50.6,80.0,75.7,,,,,,,6.9,19.0,25.0,46.2,53.3,60.9,115.2,F,SL
K. Grabara,FCK,48.4,48.0,52.0,63.3,,,,,,,1.6,3.0,19.9,46.3,49.6,50.1,43.2,G,SL
O. Omoijuanfo,BIF,44.6,41.4,75.0,78.6,,,,,,,-1.1,32.0,22.0,37.8,43.9,48.9,297.9,A,SL
M. Kallesøe,RFC,39.6,41.6,60.0,54.0,,,,,,,19.8,35.0,25.8,34.5,46.6,56.1,-180.9,F,SL
D. Goncalves,FCK,38.6,41.9,21.0,37.8,,,,,,,0.4,-2.0,7.6,35.7,47.3,50.8,-299.7,M,SL
H. Haraldsson,FCK,36.5,36.3,15.0,26.6,,,,,,,-2.3,-8.0,0.6,32.5,38.9,44.5,18.9,M,SL
W. Faghir,FCN,33.8,26.6,55.0,43.9,,,,,,,20.0,35.0,33.6,25.7,27.4,27.7,670.5,A,SL
H. Evjen,BIF,30.6,28.8,24.0,34.1,,,,,,,-5.2,-4.0,2.3,28.4,30.3,25.4,162.9,M,SL
F. Winther,BIF,29.6,23.8,49.0,35.5,,,,,,,-3.2,10.0,-3.3,21.2,25.6,29.5,528.3,F,SL
F. Bundgaard Kristensen,RFC,29.3,29.8,55.0,53.2,,,,,,,7.4,44.0,30.4,27.8,30.9,34.6,-40.5,M,SL
Y. Bisseck,AGF,27.5,26.5,20.0,21.2,,,,,,,2.6,-8.0,-5.5,29.1,24.2,22.1,97.2,F,SL
M. Bidstrup,FCN,21.3,22.1,14.0,13.4,,,,,,,-1.5,4.0,-3.6,26.6,19.4,11.0,-74.7,M,SL
V. Andreasen,FCM,21.2,23.0,23.0,27.7,,,,,,,-9.6,-23.0,-16.1,20.4,24.7,29.1,-162.9,M,SL
A. Gaaei,VFF,20.6,19.9,15.0,22.1,,,,,,,-3.0,12.0,12.2,20.9,18.8,19.0,61.2,F,SL
W. Clem,FCK,19.2,18.6,26.0,18.1,,,,,,,7.6,5.0,2.3,19.4,18.4,15.4,55.8,M,SL
S. Nordli,RFC,18.3,19.7,25.0,33.1,,,,,,,6.8,17.0,20.7,13.5,22.6,37.6,-127.8,M,SL
I. Said,VFF,18.3,17.2,15.0,23.1,,,,,,,-2.6,10.0,13.3,18.4,16.2,15.4,94.5,M,SL
N. Vallys,BIF,17.2,16.3,85.0,43.6,,,,,,,2.4,16.0,-9.4,17.5,15.2,14.4,87.3,M,SL
G. Isaksen,FCM,16.8,16.3,28.0,21.8,,,,,,,4.8,-36.0,-22.7,17.8,15.7,10.8,45.0,M,SL
E. Ashour,FCM,15.2,15.4,9.0,8.7,,,,,,,2.3,-23.0,-10.3,16.5,16.0,8.4,-22.5,M,SL
T. Adamsen,SIF,13.9,13.7,4.0,10.0,,,,,,,-0.9,-6.0,-1.3,15.7,12.0,10.5,15.3,A,SL
M. Egho,RFC,12.6,15.4,9.0,8.7,,,,,,,4.8,-1.0,-1.6,15.5,14.2,19.8,-263.7,A,SL
V. Claesson,FCK,12.0,11.4,3.0,5.6,,,,,,,0.6,0.0,0.5,12.5,10.5,9.4,51.3,M,SL
P. Carlgren,RFC,11.7,12.3,24.0,14.3,,,,,,,2.2,17.0,-0.6,11.7,12.5,14.1,-56.7,G,SL
M. Diomande,FCN,11.4,13.0,4.0,3.4,,,,,,,-0.8,1.0,-1.1,13.9,12.3,10.8,-146.7,M,SL
E. Achouri,VFF,11.3,6.5,16.0,18.0,,,,,,,0.2,15.0,15.7,5.2,7.0,10.6,440.1,M,SL
F. Heiselberg,FCM,10.7,10.4,10.0,9.3,,,,,,,-6.3,-35.0,-23.0,11.1,9.9,8.6,33.3,A,SL
A. Jatta,VFF,10.6,7.2,15.0,9.2,,,,,,,2.4,14.0,7.0,5.9,7.9,10.7,311.4,A,SL
J. Hansen,AGF,10.5,9.6,11.0,7.6,,,,,,,0.8,-3.0,-3.7,9.7,9.2,10.5,80.1,G,SL
J. Bonde,VFF,10.2,10.9,4.0,4.4,,,,,,,-1.0,3.0,1.2,9.8,11.9,12.0,-61.2,M,SL
A. Hansen,FCN,9.3,10.1,2.0,2.6,,,,,,,-1.0,-3.0,-2.5,10.2,10.1,9.9,-71.1,G,SL
P. Mortensen,AGF,8.7,9.1,2.0,2.4,,,,,,,-0.8,-4.0,-3.3,8.7,8.7,12.9,-36.9,A,SL
M. Daramy,FCK,8.2,7.3,0.0,1.8,,,,,,,2.7,-10.0,-2.6,8.0,6.6,6.1,84.6,A,SL
D. Svensson,FCN,8.0,8.4,4.0,4.4,,,,,,,4.0,3.0,-0.8,8.0,9.3,7.2,-34.2,F,SL
E. Marcondes,FCN,7.9,8.2,2.0,3.8,,,,,,,0.1,-4.0,-1.2,8.9,7.5,7.7,-36.0,A,SL
M. Hermansen,BIF,7.7,7.3,7.0,7.5,,,,,,,-1.7,-4.0,-4.0,8.3,6.3,6.0,33.3,G,SL
M. Frese,FCN,7.5,7.7,9.0,7.1,,,,,,,2.8,5.0,3.2,7.4,8.1,7.9,-20.7,M,SL
T. Kristensen,AGF,7.5,6.1,4.0,6.7,,,,,,,1.7,-4.0,-0.4,5.4,7.2,6.0,121.5,F,SL
K. Hansen,FCN,6.5,7.1,5.0,2.1,,,,,,,1.7,2.0,-1.3,7.8,6.4,5.8,-47.7,F,SL
Z. Zaletel,VFF,6.5,6.2,8.0,5.1,,,,,,,0.2,8.0,2.2,5.3,7.1,7.2,33.3,F,SL
M. Anderson,AGF,6.5,6.3,2.0,3.9,,,,,,,2.1,-5.0,-2.9,7.0,5.3,6.8,18.9,M,SL
M. Greve,BIF,6.4,4.5,4.0,4.7,,,,,,,0.7,-4.0,-1.4,5.1,4.3,2.8,171.9,M,SL
B. Nygren,FCN,6.2,7.1,2.0,5.0,,,,,,,-19.4,-16.0,-18.1,7.9,6.3,5.9,-79.2,A,SL
K. Olsson,FCM,6.1,5.8,5.0,3.0,,,,,,,0.6,-4.0,-5.0,6.7,5.3,3.3,31.5,M,SL
A. Simsir,FCM,5.8,5.4,2.0,1.6,,,,,,,5.1,2.0,1.0,5.2,6.1,3.5,35.1,A,SL
F. Beijmo,AGF,5.6,5.3,3.0,5.0,,,,,,,0.6,-3.0,-1.9,4.2,6.3,6.8,26.1,F,SL
O. Villadsen,FCN,5.4,5.9,1.0,2.3,,,,,,,0.0,-2.0,-1.4,6.0,5.2,8.5,-50.4,F,SL
O. Sonne,SIF,5.0,5.4,2.0,2.9,,,,,,,0.1,-4.0,-2.5,7.1,4.0,3.2,-41.4,F,SL
B. Riveros,BIF,5.0,4.2,6.0,5.5,,,,,,,-0.3,-2.0,-0.4,4.4,3.5,5.7,72.0,F,SL
K. Tshiembe,BIF,4.3,3.6,2.0,3.4,,,,,,,-0.6,-3.0,-1.3,3.6,3.7,3.3,62.1,F,SL
R. Bardghji,FCK,4.2,4.8,0.0,1.1,,,,,,,-1.5,-5.0,-3.3,5.9,4.3,1.9,-57.6,A,SL
D. Vavro,FCK,4.1,4.1,3.0,2.5,,,,,,,-0.0,-1.0,-0.6,4.0,3.7,6.8,-5.4,F,SL
J. Christensen,FCN,3.9,3.7,4.0,2.9,,,,,,,0.8,4.0,1.2,4.0,3.7,2.3,12.6,M,SL
C. Leemans,VFF,3.5,4.3,1.0,0.4,,,,,,,-0.6,1.0,-0.3,4.3,4.3,3.9,-67.5,M,SL
A. Andersson,RFC,3.4,3.8,1.0,3.2,,,,,,,1.7,-1.0,1.0,4.3,3.4,3.0,-36.0,F,SL
S. Hedlund,BIF,3.4,3.2,2.0,1.6,,,,,,,-0.9,-1.0,-2.4,3.6,2.9,2.7,11.7,A,SL
Paulinho,FCM,3.4,3.5,2.0,0.6,,,,,,,0.1,-6.0,-3.6,4.2,3.0,1.6,-9.0,F,SL
E. Martinez,FCM,3.2,3.3,1.0,1.4,,,,,,,0.3,-6.0,-1.9,3.7,3.3,1.2,-9.9,M,SL
L. Lerager,FCK,3.0,2.9,1.0,0.6,,,,,,,1.4,0.0,-0.7,3.9,2.2,0.9,6.3,M,SL
O. Sørensen,FCM,2.9,1.6,0.0,0.6,,,,,,,1.4,0.0,0.3,1.9,1.3,1.0,124.2,M,SL
J. Lössl,FCM,2.5,2.4,1.0,1.7,,,,,,,0.0,-5.0,-2.7,2.7,2.1,2.1,10.8,G,SL
E. Sabbi,OB,2.5,3.0,0.0,0.2,,,,,,,-0.9,-1.0,-3.0,3.4,2.5,2.5,-42.3,M,SL
M. Duelund,AGF,2.5,2.5,1.0,0.4,,,,,,,-1.8,-2.0,-3.7,3.5,1.7,0.9,0.0,M,SL
S. Odey,RFC,2.4,3.7,3.0,1.4,,,,,,,-0.4,2.0,-2.2,3.3,3.9,4.6,-114.3,A,SL
Paulinho,VFF,2.4,3.7,0.0,0.7,,,,,,,-1.6,-2.0,-0.3,4.7,3.0,1.4,-118.8,A,SL
S. Haugen,AGF,2.3,2.2,0.0,0.8,,,,,,,0.0,-4.0,-1.8,2.3,2.1,2.1,12.6,A,SL
A. Nagalo,FCN,2.3,3.0,0.0,0.3,,,,,,,-21.5,-9.0,-13.7,3.9,2.3,1.5,-63.9,F,SL
F. Tingager,AGF,2.3,1.7,4.0,1.8,,,,,,,0.3,1.0,0.4,2.1,1.2,1.7,53.1,F,SL
J. Larsson,FCK,2.3,2.8,1.0,1.2,,,,,,,-0.2,-2.0,-0.8,3.3,2.6,1.5,-53.1,A,SL
K. Ludewig,AAB,2.1,2.4,0.0,1.1,,,,,,,-4.2,-6.0,-4.5,1.6,3.0,4.4,-26.1,F,SL
O. Lund,AGF,2.1,2.1,1.0,0.6,,,,,,,1.9,0.0,0.2,2.3,2.1,1.5,-5.4,F,SL
C. Johansson,RFC,2.0,2.2,0.0,1.8,,,,,,,1.8,-1.0,1.3,1.5,2.9,2.6,-15.3,F,SL
G. Links,AGF,2.0,1.3,2.0,0.9,,,,,,,0.1,0.0,-1.3,1.5,1.4,0.3,59.4,M,SL
D. Anyembe,VFF,1.9,1.7,0.0,0.8,,,,,,,0.8,0.0,0.6,1.6,1.8,1.7,22.5,F,SL
T. Mølgaard,AGF,1.9,2.2,2.0,1.1,,,,,,,-0.3,-3.0,-1.3,3.0,1.5,1.0,-27.9,F,SL
S. Tengstedt,SIF,1.8,2.0,2.0,0.8,,,,,,,-0.3,0.0,-2.1,3.0,1.2,0.2,-16.2,A,SL
R. Thelander,AAB,1.8,2.1,0.0,0.1,,,,,,,-1.8,-3.0,-2.4,2.4,1.7,1.4,-22.5,F,SL
J. Grønning,VFF,1.8,1.9,0.0,0.4,,,,,,,-0.2,0.0,-0.5,2.8,1.2,0.1,-11.7,M,SL
T. Sander,AAB,1.8,1.4,0.0,0.6,,,,,,,-1.2,-2.0,-2.0,1.0,1.8,2.0,32.4,G,SL
N. Larsen,SIF,1.7,1.9,0.0,0.2,,,,,,,0.0,0.0,-0.6,2.4,1.5,0.6,-10.8,G,SL
A. Kamara,RFC,1.7,1.7,1.0,1.1,,,,,,,0.5,-1.0,-0.6,1.8,1.6,1.2,1.8,A,SL
N. Helenius,AAB,1.7,2.0,0.0,0.0,,,,,,,-1.9,0.0,-1.2,1.9,2.2,1.8,-30.6,A,SL
J. Tverskov,OB,1.7,2.0,0.0,0.4,,,,,,,-0.1,-2.0,-2.0,2.5,1.6,1.3,-31.5,F,SL
N. Bürgy,VFF,1.7,1.6,0.0,0.3,,,,,,,0.1,0.0,-0.1,2.0,1.4,0.7,4.5,F,SL
Y. Minteh,OB,1.6,5.8,1.0,1.3,,,,,,,-4.2,-9.0,-8.7,7.1,4.9,2.8,-383.4,A,SL
J. Gomez,ACH,1.6,2.0,1.0,0.5,,,,,,,0.4,-1.0,-1.0,2.2,1.9,1.3,-36.0,F,SL
S. Brolin,ACH,1.5,1.6,1.0,0.6,,,,,,,0.6,1.0,-0.1,1.4,1.9,1.1,-9.0,G,SL
R. Falk Jensen,FCK,1.4,1.4,0.0,0.0,,,,,,,-0.0,0.0,-0.7,2.1,0.7,0.3,6.3,M,SL
J. Jensen-Abbew,FCN,1.4,1.9,1.0,1.2,,,,,,,1.5,1.0,0.7,1.6,2.4,1.5,-45.9,F,SL
M. Enggård,RFC,1.4,1.1,3.0,1.3,,,,,,,1.0,3.0,1.1,0.5,1.5,2.6,21.6,M,SL
G. Grubbe,OB,1.3,1.4,0.0,0.1,,,,,,,-0.0,-3.0,-2.6,1.4,1.7,0.7,-8.1,F,SL
L. Andersen,AAB,1.3,1.5,1.0,0.1,,,,,,,-1.9,-1.0,-1.8,1.6,1.3,1.3,-14.4,M,SL
L. Andreasen,AAB,1.3,1.3,0.0,0.0,,,,,,,-1.3,0.0,-0.5,0.9,1.7,1.8,-6.3,M,SL
